"IdTipoBeneficio_T";"IdAreaDeServicio_T";"IdCondicionDePagoCopago_T";"IdCondicionDePagoCoseguro_T";"IdNivelServicio_T";"IdPlan_T";"Fecha";"IdProveedor_T";"valorCopago";"valorCoseguro";"cantidadLimite"
225;55652018;34;18;1;"41047OH0010019-04";"2018-12-31";41047;0;0;0
510;77652018;238;45;1;"66252TX0030004-02";"2018-12-31";66252;0;0;0
750;108772018;238;45;2;"95185VA0500008-00";"2018-12-31";95185;0;0;0
640;11582018;238;45;2;"19722NM0010001-02";"2018-12-31";19722;0;0;0
415;45802017;238;45;2;"37651MI0150012-00";"2017-12-31";37651;0;0;0
770;75282018;238;45;3;"60536SD0020029-02";"2018-12-31";60536;0;0;0
175;80412017;170;36;1;"66252TX0050001-00";"2017-12-31";66252;1000;0;0
480;80412017;34;45;3;"66252TX0050001-00";"2017-12-31";66252;0;100;0
5;95522017;238;45;1;"87571OK0350035-02";"2017-12-31";87571;0;0;0
700;37242017;34;45;3;"32753MO0780020-01";"2017-12-31";32753;0;50;0
50;37242017;238;45;2;"32753MO0780020-01";"2017-12-31";32753;0;0;0
540;112972017;238;45;2;"98185MI0550001-00";"2017-12-31";98185;0;0;0
165;109512017;238;45;2;"96667ME0260012-03";"2017-12-31";96667;0;0;0
330;46272018;34;45;3;"37833WI0510058-02";"2018-12-31";37833;0;100;60
395;108402018;34;45;3;"94529WI0240021-01";"2018-12-31";94529;0;100;2000
440;85042017;238;45;2;"70893GA0010009-04";"2017-12-31";70893;0;0;0
590;46912018;238;45;1;"37833WI0540010-01";"2018-12-31";37833;0;0;0
1055;46912018;34;27;1;"37833WI0540010-01";"2018-12-31";37833;0;0;0
750;52262017;238;45;2;"40047MI0070001-00";"2017-12-31";40047;0;0;0
30;23442018;34;27;1;"23603MT0300002-00";"2018-12-31";23603;0;50;0
985;33462017;238;45;2;"30613MO0560001-00";"2017-12-31";30613;0;0;2
1000;97502017;34;45;1;"89942GA0060004-01";"2017-12-31";89942;0;50;0
10;98952017;34;45;3;"90714MS0010005-04";"2017-12-31";90714;0;100;0
10;44632017;34;27;3;"36239KY1130005-05";"2017-12-31";36239;0;30;0
770;111072017;34;45;3;"96751NH0150022-01";"2017-12-31";96751;0;100;0
235;110772017;238;45;2;"96751NH0150022-01";"2017-12-31";96751;0;0;0
420;82582018;34;27;1;"67243LA0090013-05";"2018-12-31";67243;0;20;0
1035;112662018;34;45;3;"98185MI0440011-03";"2018-12-31";98185;0;100;0
1030;97772017;238;45;2;"89942GA0060004-01";"2017-12-31";89942;0;0;0
335;95242017;34;27;3;"87571OK0350033-06";"2017-12-31";87571;0;50;1
865;2952018;221;27;3;"11512NC0100028-03";"2018-12-31";11512;0;30;60
820;9722018;238;45;2;"16322PA0050102-00";"2018-12-31";16322;0;0;0
400;103612018;238;36;1;"91762NJ0070093-00";"2018-12-31";91762;35;0;0
225;97552018;238;45;2;"89942GA0060004-01";"2018-12-31";89942;0;0;0
875;67552018;238;45;2;"53901AZ1420020-00";"2018-12-31";53901;0;0;0
450;5062017;238;45;1;"14002TN0190070-00";"2017-12-31";14002;0;0;0
1030;37822017;238;45;3;"33602TX0460274-03";"2017-12-31";33602;0;0;0
710;38522017;238;45;2;"33602TX0770078-02";"2017-12-31";33602;0;0;0
175;21292018;153;36;1;"22444PA0010043-00";"2018-12-31";22444;250;0;0
375;86952017;34;45;3;"74483MO0040003-03";"2017-12-31";74483;0;100;0
175;52402017;238;45;2;"40047MI0070001-00";"2017-12-31";40047;0;0;0
900;65292017;170;27;1;"49046GA0420043-01";"2017-12-31";49046;30;30;0
1000;72022017;34;45;3;"56503FL2570001-04";"2017-12-31";56503;0;100;0
335;86372017;238;45;1;"73836AK0700010-01";"2017-12-31";73836;0;0;0
990;13772018;34;27;3;"20129IL0310123-01";"2018-12-31";20129;0;50;0
750;37452017;170;27;1;"32753MO0780020-01";"2017-12-31";32753;35;30;0
220;38402017;34;45;3;"33602TX0470295-01";"2017-12-31";33602;0;100;0
835;84612017;238;45;3;"70893GA0010009-04";"2017-12-31";70893;0;0;0
795;83992017;238;45;2;"70893GA0010008-05";"2017-12-31";70893;0;0;40
1000;99072017;34;27;1;"90714MS0010005-04";"2017-12-31";90714;0;20;2
395;108312018;34;45;3;"94529WI0220039-00";"2018-12-31";94529;0;100;2000
700;45922017;238;36;3;"37833WI0380063-01";"2017-12-31";37833;40;0;0
595;45922017;238;45;2;"37833WI0380063-01";"2017-12-31";37833;0;0;0
165;36752017;238;45;2;"32753MO0770034-04";"2017-12-31";32753;0;0;0
30;82502018;34;27;1;"67243LA0090004-03";"2018-12-31";67243;0;50;0
135;64232017;238;45;2;"46275MI0010016-01";"2017-12-31";46275;0;0;30
30;3252017;34;27;1;"11512NC0100028-03";"2017-12-31";11512;0;20;0
795;50582018;238;36;1;"39424OR1460006-00";"2018-12-31";39424;70;0;30
820;87222017;238;45;2;"74483MO0040003-03";"2017-12-31";74483;0;0;0
595;108202017;238;45;2;"94529WI0220030-01";"2017-12-31";94529;0;0;0
625;75202018;238;45;2;"60536SD0020029-02";"2018-12-31";60536;0;0;0
130;82572018;238;45;2;"67243LA0090009-03";"2018-12-31";67243;0;0;0
765;113822017;238;45;2;"99248TN0060001-01";"2017-12-31";99248;0;0;0
795;51752017;34;27;1;"40047MI0070001-00";"2017-12-31";40047;0;20;30
625;47862017;238;45;2;"38166WI0150005-00";"2017-12-31";38166;0;0;0
875;96482017;34;27;1;"87571OK0460011-04";"2017-12-31";87571;0;20;0
375;27872018;34;27;3;"28162OH0060061-04";"2018-12-31";28162;0;40;0
80;50162018;238;45;1;"38345WI0080018-03";"2018-12-31";38345;0;0;0
775;27002018;34;45;3;"27248TX0010008-02";"2018-12-31";27248;0;100;0
640;27602018;34;45;3;"27833IL0140007-04";"2018-12-31";27833;0;100;60
455;37902017;238;45;3;"33602TX0460322-03";"2017-12-31";33602;0;0;0
700;38442017;238;36;2;"33602TX0770014-01";"2017-12-31";33602;60;0;0
880;96382017;34;27;2;"87571OK0460011-04";"2017-12-31";87571;0;30;0
990;61672018;238;45;2;"41921VA0020029-03";"2018-12-31";41921;0;0;0
85;108042017;34;45;3;"94529WI0220018-00";"2017-12-31";94529;0;100;1
335;98142018;238;45;3;"89942GA0060004-01";"2018-12-31";89942;0;0;0
335;75432018;238;45;2;"60536SD0020029-02";"2018-12-31";60536;0;0;0
700;111012017;34;45;3;"96751NH0150022-01";"2017-12-31";96751;0;0;0
700;38012018;34;45;1;"33602TX0460696-06";"2018-12-31";33602;0;30;0
130;35602018;34;27;2;"31274WV0480009-01";"2018-12-31";31274;0;40;0
350;58422018;34;27;1;"41921VA0020003-01";"2018-12-31";41921;0;40;100
460;67142017;34;45;3;"52697WI0010002-00";"2017-12-31";52697;0;100;0
250;11492018;51;36;1;"19722NM0010001-02";"2018-12-31";19722;0;0;0
415;66282017;34;45;3;"52697WI0010002-00";"2017-12-31";52697;0;100;0
565;100622017;51;36;1;"91661NJ2340003-05";"2017-12-31";91661;0;0;0
735;103282017;238;36;1;"91762NJ0070093-00";"2017-12-31";91762;0;0;0
625;48802018;34;45;3;"38166WI0180012-06";"2018-12-31";38166;0;100;0
5;111212018;238;45;1;"96751NH0150025-06";"2018-12-31";96751;0;0;0
1015;44122018;153;36;1;"36194FL0140005-04";"2018-12-31";36194;50;0;0
795;39902018;34;45;3;"36096IL0810083-03";"2018-12-31";36096;0;100;0
820;65242018;238;45;2;"48786MO0160002-00";"2018-12-31";48786;0;0;0
450;52012017;238;45;3;"40047MI0070001-00";"2017-12-31";40047;0;0;0
220;112722017;34;45;3;"98185MI0550001-00";"2017-12-31";98185;0;100;0
175;2162017;34;27;3;"11512NC0100028-03";"2017-12-31";11512;0;50;0
710;44112018;34;27;3;"36194FL0130003-01";"2018-12-31";36194;0;50;0
15;44112018;238;45;1;"36194FL0130003-01";"2018-12-31";36194;0;0;0
770;78532017;238;45;2;"66252TX0030004-02";"2017-12-31";66252;0;0;0
770;98152018;34;45;3;"89942GA0060004-01";"2018-12-31";89942;0;100;0
85;4932017;238;45;2;"14002TN0190070-00";"2017-12-31";14002;0;0;0
215;99472017;34;45;3;"91450AZ0080035-02";"2017-12-31";91450;0;100;0
420;43102018;238;45;3;"36096IL0990168-02";"2018-12-31";36096;0;0;0
790;42772018;34;36;2;"36096IL0990151-04";"2018-12-31";36096;0;0;0
305;82812018;34;45;3;"70194PA0540001-00";"2018-12-31";70194;0;100;0
440;80412017;238;45;1;"66252TX0050001-00";"2017-12-31";66252;0;0;0
1035;11832018;51;36;1;"19722NM0010001-02";"2018-12-31";19722;0;0;0
785;82462018;238;45;2;"67243LA0090004-00";"2018-12-31";67243;0;0;0
1015;82462018;34;27;3;"67243LA0090004-00";"2018-12-31";67243;0;50;0
30;111282017;34;45;3;"96751NH0150027-06";"2017-12-31";96751;0;100;0
970;2302017;34;27;3;"11512NC0100028-03";"2017-12-31";11512;0;20;0
825;30762017;238;45;1;"29418TX0140002-04";"2017-12-31";29418;0;0;0
455;37772017;238;45;3;"33602TX0460274-03";"2017-12-31";33602;0;0;0
75;2712018;34;27;1;"11512NC0100028-03";"2018-12-31";11512;0;0;0
795;27612018;34;18;1;"27833IL0150002-04";"2018-12-31";27833;0;0;20
235;5002017;238;45;2;"14002TN0190070-00";"2017-12-31";14002;0;0;0
5;103642018;34;27;1;"91762NJ0070093-00";"2018-12-31";91762;0;20;0
350;46922017;238;45;2;"37833WI0540010-01";"2017-12-31";37833;0;0;60
1030;36482017;238;45;1;"32753MO0770034-04";"2017-12-31";32753;0;0;0
225;1102018;238;45;2;"11512NC0060018-01";"2018-12-31";11512;0;0;0
490;37842017;34;36;2;"33602TX0460274-03";"2017-12-31";33602;0;0;0
435;41862017;34;27;1;"36096IL0990056-00";"2017-12-31";36096;0;20;0
305;61232018;34;45;3;"41921VA0020029-03";"2018-12-31";41921;0;100;0
305;108682018;238;45;2;"95185VA0500008-00";"2018-12-31";95185;0;0;0
1055;82792018;238;45;2;"70194PA0540001-00";"2018-12-31";70194;0;0;0
1030;402017;238;45;1;"11269WY0080014-00";"2017-12-31";11269;0;0;0
220;95582017;238;45;3;"87571OK0350035-02";"2017-12-31";87571;0;0;0
15;75612018;238;45;1;"60536SD0020029-02";"2018-12-31";60536;0;0;0
10;85962018;238;45;3;"71933PA0020003-00";"2018-12-31";71933;0;0;0
15;108952018;238;45;1;"95185VA0500008-00";"2018-12-31";95185;0;0;0
395;80442018;238;45;2;"66252TX0050001-06";"2018-12-31";66252;0;0;0
420;84202017;34;27;1;"70893GA0010008-05";"2017-12-31";70893;0;30;0
330;49952018;34;45;3;"38166WI0180012-06";"2018-12-31";38166;0;100;20
10;30842017;34;45;3;"29418TX0140002-04";"2017-12-31";29418;0;100;0
1015;38002018;34;45;3;"33602TX0460692-03";"2018-12-31";33602;0;100;0
440;40422018;238;45;1;"36096IL0810111-00";"2018-12-31";36096;0;0;0
700;62052018;238;36;1;"41921VA0020029-03";"2018-12-31";41921;60;0;0
220;38402017;34;36;2;"33602TX0470295-01";"2017-12-31";33602;0;0;0
275;34932018;34;27;3;"31195SD0080004-01";"2018-12-31";31195;0;50;0
620;37742017;34;45;3;"33602TX0460274-03";"2017-12-31";33602;0;100;0
790;40102018;238;36;1;"36096IL0810097-04";"2018-12-31";36096;30;0;0
775;1582018;238;45;2;"11512NC0100028-03";"2018-12-31";11512;0;0;0
190;39822018;34;9;3;"34964OH0030004-01";"2018-12-31";34964;0;0;2
820;52772017;238;45;1;"40047MI0070001-00";"2017-12-31";40047;0;0;0
640;46332017;34;45;3;"37833WI0510068-06";"2017-12-31";37833;0;100;0
825;96552017;238;45;3;"87571OK0460011-04";"2017-12-31";87571;0;0;0
395;37612017;238;45;1;"32753MO0780020-01";"2017-12-31";32753;0;0;0
865;64512017;238;45;3;"46944AL0560001-02";"2017-12-31";46944;0;0;0
1000;45922017;34;45;3;"37833WI0380063-01";"2017-12-31";37833;0;100;0
750;82502018;238;45;2;"67243LA0090004-03";"2018-12-31";67243;0;0;0
480;82502018;34;27;3;"67243LA0090004-03";"2018-12-31";67243;0;50;0
415;105152017;34;45;3;"91762NJ0070093-00";"2017-12-31";91762;0;100;0
895;14432018;34;27;1;"20129IL0330059-01";"2018-12-31";20129;0;20;0
710;38362017;238;36;1;"33602TX0470295-01";"2017-12-31";33602;20;0;0
305;11552018;238;45;2;"19722NM0010001-02";"2018-12-31";19722;0;0;0
820;36572017;238;45;3;"32753MO0770034-04";"2017-12-31";32753;0;0;0
645;28072018;34;27;1;"28162OH0060072-00";"2018-12-31";28162;0;0;0
765;79622018;238;45;2;"66252TX0030004-02";"2018-12-31";66252;0;0;0
750;82572018;34;27;1;"67243LA0090009-03";"2018-12-31";67243;0;50;0
350;22012018;34;45;3;"22444PA0010047-00";"2018-12-31";22444;0;100;60
255;52202017;34;27;3;"40047MI0070001-00";"2017-12-31";40047;0;20;0
225;27972018;238;45;2;"28162OH0060068-01";"2018-12-31";28162;0;0;0
30;27872018;34;27;1;"28162OH0060061-04";"2018-12-31";28162;0;20;0
400;50162018;34;27;1;"38345WI0080018-03";"2018-12-31";38345;0;30;0
415;93372017;238;45;3;"83761GA0040022-02";"2017-12-31";83761;0;0;0
415;104612018;34;27;1;"91762NJ0070093-00";"2018-12-31";91762;0;20;0
350;44982018;34;36;2;"36239KY1140035-06";"2018-12-31";36239;0;0;100
750;56832018;34;45;3;"41921VA0020003-00";"2018-12-31";41921;0;100;0
85;38492017;238;45;1;"33602TX0770036-05";"2017-12-31";33602;0;0;0
490;37932018;34;27;1;"33602TX0460570-01";"2018-12-31";33602;0;40;0
1015;38012018;34;36;2;"33602TX0460696-06";"2018-12-31";33602;0;0;0
75;105702017;34;27;1;"91762NJ0070093-00";"2017-12-31";91762;0;20;0
350;38042018;34;27;1;"33602TX0460722-01";"2018-12-31";33602;0;50;60
190;48052017;238;45;2;"38166WI0150005-00";"2017-12-31";38166;0;0;0
335;91882018;34;27;1;"81413WI0470005-01";"2018-12-31";81413;0;20;2500
165;52392017;238;45;2;"40047MI0070001-00";"2017-12-31";40047;0;0;0
640;112542017;238;45;2;"98185MI0180015-02";"2017-12-31";98185;0;0;30
490;75012018;238;45;1;"60536SD0020029-02";"2018-12-31";60536;0;0;0
330;41642017;34;27;1;"36096IL0990056-00";"2017-12-31";36096;0;20;0
130;52012017;238;45;2;"40047MI0070001-00";"2017-12-31";40047;0;0;0
15;68142018;238;45;2;"54192IN0010010-00";"2018-12-31";54192;0;0;0
220;38532017;34;27;3;"33602TX0770081-01";"2017-12-31";33602;0;50;0
330;38532017;34;36;2;"33602TX0770081-01";"2017-12-31";33602;0;0;35
625;108632018;153;36;1;"95185VA0500008-00";"2018-12-31";95185;250;0;0
785;99452018;153;36;1;"91450AZ0080033-01";"2018-12-31";91450;375;0;0
590;51252017;238;45;1;"39520KS0010003-01";"2017-12-31";39520;0;0;0
435;88552018;34;45;3;"76168DE0410013-05";"2018-12-31";76168;0;100;0
15;43102018;238;45;3;"36096IL0990168-02";"2018-12-31";36096;0;0;0
140;47982017;238;45;2;"38166WI0150005-00";"2017-12-31";38166;0;0;0
85;25882018;238;45;2;"27248TX0010008-02";"2018-12-31";27248;0;0;0
190;107522017;238;36;1;"94529WI0210023-01";"2017-12-31";94529;0;0;1
450;63842017;238;45;2;"46016MI0030001-00";"2017-12-31";46016;0;0;0
305;45802017;238;45;2;"37651MI0150012-00";"2017-12-31";37651;0;0;0
710;45802017;34;45;3;"37651MI0150012-00";"2017-12-31";37651;0;100;0
795;26532018;34;45;3;"27248TX0010008-02";"2018-12-31";27248;0;100;0
545;113702017;34;27;1;"99248TN0060001-01";"2017-12-31";99248;0;50;0
1035;11832018;238;45;2;"19722NM0010001-02";"2018-12-31";19722;0;0;0
765;110902017;238;45;3;"96751NH0150022-01";"2017-12-31";96751;0;0;0
415;34532018;136;27;3;"30751MT0650009-00";"2018-12-31";30751;1500;50;0
830;902017;34;27;1;"11269WY0080014-00";"2017-12-31";11269;0;25;1
750;11532018;51;36;1;"19722NM0010001-02";"2018-12-31";19722;0;0;0
865;4962017;34;27;3;"14002TN0190070-00";"2017-12-31";14002;0;50;60
1035;48002017;238;45;2;"38166WI0150005-00";"2017-12-31";38166;0;0;0
30;582017;238;45;2;"11269WY0080014-00";"2017-12-31";11269;0;0;0
5;50462018;238;45;2;"39424OR1460006-00";"2018-12-31";39424;0;0;0
375;35622018;34;27;1;"31274WV0480009-01";"2018-12-31";31274;0;10;0
15;3342018;238;45;3;"11512NC0100028-03";"2018-12-31";11512;0;0;0
895;48612017;34;45;3;"38166WI0180012-06";"2017-12-31";38166;0;100;0
860;992017;51;9;1;"11269WY0080014-00";"2017-12-31";11269;0;0;1
760;46922017;34;27;1;"37833WI0540010-01";"2017-12-31";37833;0;0;0
790;40132018;238;45;2;"36096IL0810098-06";"2018-12-31";36096;0;0;0
625;72032017;34;27;1;"56503FL2570001-04";"2017-12-31";56503;0;40;0
775;72032017;34;27;1;"56503FL2570001-04";"2017-12-31";56503;0;40;0
275;37842017;34;45;3;"33602TX0460274-03";"2017-12-31";33602;0;100;1
595;88502017;238;45;2;"75293AR1230002-00";"2017-12-31";75293;0;0;0
790;16822018;238;45;3;"20129IL0340021-02";"2018-12-31";20129;0;0;60
220;13952018;238;45;2;"20129IL0310123-01";"2018-12-31";20129;0;0;0
305;51822017;238;45;2;"40047MI0070001-00";"2017-12-31";40047;0;0;0
1000;31412017;34;45;3;"29418TX0140002-04";"2017-12-31";29418;0;100;0
640;58352018;34;27;1;"41921VA0020003-01";"2018-12-31";41921;0;40;30
480;59132018;34;27;1;"41921VA0020003-03";"2018-12-31";41921;0;40;0
135;82832018;238;36;1;"70194PA0540001-00";"2018-12-31";70194;45;0;20
900;82582018;34;27;3;"67243LA0090013-05";"2018-12-31";67243;0;50;0
620;112662018;34;45;3;"98185MI0440011-03";"2018-12-31";98185;0;100;0
1000;112662018;238;45;2;"98185MI0440011-03";"2018-12-31";98185;0;0;0
770;112662018;34;18;1;"98185MI0440011-03";"2018-12-31";98185;0;0;0
225;38452017;34;27;3;"33602TX0770014-01";"2017-12-31";33602;0;50;0
5;312017;238;45;3;"11269WY0080014-00";"2017-12-31";11269;0;0;0
825;103142017;238;45;1;"91661NJ2340003-05";"2017-12-31";91661;0;0;0
785;65562017;153;36;1;"49046GA0420043-01";"2017-12-31";49046;500;0;0
5;98582017;238;45;2;"89942GA0060004-01";"2017-12-31";89942;0;0;0
880;71512018;238;45;1;"54192IN0010016-02";"2018-12-31";54192;0;0;0
275;107352017;238;45;2;"93332GA0710044-00";"2017-12-31";93332;0;0;1
120;109842017;34;27;2;"96667ME0260012-03";"2017-12-31";96667;0;50;36
360;44322017;34;36;2;"36239KY1130005-05";"2017-12-31";36239;0;0;0
900;117512018;34;45;3;"99969OH0080069-00";"2018-12-31";99969;0;100;0
770;19332017;34;45;3;"21663FL0130009-01";"2017-12-31";21663;0;100;0
480;51182017;34;27;3;"39520KS0010003-01";"2017-12-31";39520;0;50;0
750;19762017;34;45;3;"21663FL0130009-01";"2017-12-31";21663;0;100;0
700;23532018;34;27;1;"23603MT0300002-00";"2018-12-31";23603;0;50;0
250;71292018;238;45;3;"54192IN0010016-02";"2018-12-31";54192;0;0;0
750;38412017;34;27;3;"33602TX0770014-01";"2017-12-31";33602;0;50;0
775;34072017;238;45;2;"30751MT0550012-02";"2017-12-31";30751;0;0;0
395;29722018;34;27;1;"29418TX0140002-04";"2018-12-31";29418;0;20;0
190;108312018;238;45;3;"94529WI0220039-00";"2018-12-31";94529;0;0;0
880;112842017;34;45;3;"98185MI0550001-00";"2017-12-31";98185;0;100;0
130;45922017;238;45;2;"37833WI0380063-01";"2017-12-31";37833;0;0;0
770;82502018;34;27;3;"67243LA0090004-03";"2018-12-31";67243;0;50;0
595;82502018;34;45;1;"67243LA0090004-03";"2018-12-31";67243;0;50;0
645;34752018;34;27;3;"31195SD0080004-01";"2018-12-31";31195;0;50;0
275;55682018;238;36;1;"41047OH0010019-04";"2018-12-31";41047;0;0;1
625;82572018;34;27;3;"67243LA0090009-03";"2018-12-31";67243;0;50;0
180;110732017;34;45;3;"96751NH0150022-01";"2017-12-31";96751;0;0;0
130;111522017;34;27;1;"96751NH0150027-06";"2017-12-31";96751;0;25;0
30;59282018;238;45;2;"41921VA0020003-03";"2018-12-31";41921;0;0;0
50;44822017;34;27;3;"36239KY1130005-05";"2017-12-31";36239;0;30;0
640;25112017;238;36;1;"27248TX0010004-02";"2017-12-31";27248;0;0;35
550;87122017;238;45;2;"74483MO0040003-03";"2017-12-31";74483;0;0;0
1055;26142018;238;36;1;"27248TX0010008-02";"2018-12-31";27248;0;0;0
220;68072018;34;27;1;"54192IN0010010-00";"2018-12-31";54192;0;50;0
255;50152017;34;27;3;"38345WI0080018-03";"2017-12-31";38345;0;20;0
415;50152017;34;27;1;"38345WI0080018-03";"2017-12-31";38345;0;20;0
235;95092017;34;27;3;"87571OK0350033-06";"2017-12-31";87571;0;50;0
10;101952017;34;27;1;"91661NJ2340003-05";"2017-12-31";91661;0;10;0
250;1722018;238;45;2;"11512NC0100028-03";"2018-12-31";11512;0;0;0
710;78942017;238;45;1;"66252TX0030004-02";"2017-12-31";66252;0;0;0
835;9562018;238;45;2;"16322PA0050102-00";"2018-12-31";16322;0;0;0
135;28252018;238;45;2;"28162OH0090052-00";"2018-12-31";28162;0;0;12
590;252017;238;45;1;"11269WY0080014-00";"2017-12-31";11269;0;0;0
565;109592017;238;36;1;"96667ME0260012-03";"2017-12-31";96667;25;0;0
5;46452018;238;45;2;"37833WI0510083-06";"2018-12-31";37833;0;0;0
575;83912017;34;27;1;"70893GA0010008-05";"2017-12-31";70893;0;30;0
540;14762018;238;45;2;"20129IL0330060-05";"2018-12-31";20129;0;0;0
640;38022018;34;45;1;"33602TX0460696-06";"2018-12-31";33602;0;30;35
565;82402018;34;27;3;"67243LA0090002-01";"2018-12-31";67243;0;50;4
620;117792018;34;45;3;"99969OH0080069-00";"2018-12-31";99969;0;100;0
825;44122018;238;45;1;"36194FL0140005-04";"2018-12-31";36194;0;0;0
770;31102018;34;45;3;"29418TX0140002-04";"2018-12-31";29418;0;100;0
450;38532017;238;45;1;"33602TX0770081-01";"2017-12-31";33602;0;0;0
1015;38532017;34;36;2;"33602TX0770081-01";"2017-12-31";33602;0;0;0
350;98322018;34;27;1;"89942GA0060004-01";"2018-12-31";89942;0;30;120
875;57752018;34;27;1;"41921VA0020003-01";"2018-12-31";41921;0;40;0
225;67932018;238;45;2;"54192IN0010010-00";"2018-12-31";54192;0;0;0
245;111952017;34;45;3;"96751NH0150027-06";"2017-12-31";96751;0;100;0
215;111322017;34;45;3;"96751NH0150027-06";"2017-12-31";96751;0;100;0
175;59172018;34;45;3;"41921VA0020003-03";"2018-12-31";41921;0;100;0
140;58092018;34;45;3;"41921VA0020003-01";"2018-12-31";41921;0;100;0
1035;99472017;34;45;3;"91450AZ0080035-02";"2017-12-31";91450;0;100;0
595;102812018;238;45;1;"91661NJ2340003-05";"2018-12-31";91661;0;0;0
130;38372017;34;45;3;"33602TX0470295-01";"2017-12-31";33602;0;100;0
440;38372017;238;45;3;"33602TX0470295-01";"2017-12-31";33602;0;0;0
305;82462018;238;36;1;"67243LA0090004-00";"2018-12-31";67243;3;0;0
700;34532018;34;45;3;"30751MT0650009-00";"2018-12-31";30751;0;35;0
585;56502018;34;27;1;"41921VA0020002-03";"2018-12-31";41921;0;50;0
435;44142018;238;45;2;"36194FL0140005-04";"2018-12-31";36194;0;0;0
165;96282017;238;45;1;"87571OK0460011-04";"2017-12-31";87571;0;0;0
770;15152018;34;27;1;"20129IL0330060-05";"2018-12-31";20129;0;20;0
480;65362017;34;36;2;"49046GA0420043-01";"2017-12-31";49046;0;0;0
275;93192017;238;45;3;"83761GA0040022-02";"2017-12-31";83761;0;0;1
880;21502018;34;45;3;"22444PA0010047-00";"2018-12-31";22444;0;100;0
825;18622018;238;45;2;"20507VA1410019-03";"2018-12-31";20507;0;0;1
895;48612017;207;18;1;"38166WI0180012-06";"2017-12-31";38166;0;0;0
5;103642018;34;45;3;"91762NJ0070093-00";"2018-12-31";91762;0;100;0
835;38392017;238;45;3;"33602TX0470295-01";"2017-12-31";33602;0;0;0
645;40952017;34;36;2;"36096IL0990040-05";"2017-12-31";36096;0;0;0
330;44652017;238;36;1;"36239KY1130005-05";"2017-12-31";36239;25;0;25
225;46912018;238;45;2;"37833WI0540010-01";"2018-12-31";37833;0;0;0
700;72032017;238;45;2;"56503FL2570001-04";"2017-12-31";56503;0;0;31
350;64202017;238;45;2;"46275MI0010016-01";"2017-12-31";46275;0;0;0
825;38222018;238;45;2;"33602TX0460722-01";"2018-12-31";33602;0;0;0
5;49432018;238;45;2;"38166WI0180012-06";"2018-12-31";38166;0;0;0
75;23562018;238;45;1;"23603MT0300002-00";"2018-12-31";23603;0;0;0
595;85652018;238;45;1;"71837TX0010001-00";"2018-12-31";71837;0;0;0
710;52632017;34;45;3;"40047MI0070001-00";"2017-12-31";40047;0;100;0
620;47792017;238;9;1;"38166WI0150005-00";"2017-12-31";38166;50;0;0
140;86002017;238;45;1;"72034NM0080001-01";"2017-12-31";72034;0;0;0
80;30372018;238;45;3;"29418TX0140002-04";"2018-12-31";29418;0;0;0
235;51832017;34;45;3;"40047MI0070001-00";"2017-12-31";40047;0;100;0
255;30292017;34;27;3;"29418TX0140002-04";"2017-12-31";29418;0;20;0
620;44872017;238;36;1;"36239KY1130005-05";"2017-12-31";36239;25;0;0
1030;67552018;238;45;3;"53901AZ1420020-00";"2018-12-31";53901;0;0;0
1030;67552018;238;45;1;"53901AZ1420020-00";"2018-12-31";53901;0;0;0
1000;67552018;238;45;2;"53901AZ1420020-00";"2018-12-31";53901;0;0;0
15;67552018;238;45;1;"53901AZ1420020-00";"2018-12-31";53901;0;0;0
565;11992018;34;45;3;"19722NM0010001-02";"2018-12-31";19722;0;100;0
165;41702017;34;27;3;"36096IL0990056-00";"2017-12-31";36096;0;50;0
895;38462017;102;27;3;"33602TX0770014-01";"2017-12-31";33602;1500;50;0
480;107352017;34;18;1;"93332GA0710044-00";"2017-12-31";93332;0;0;0
305;117512018;238;36;1;"99969OH0080069-00";"2018-12-31";99969;30;0;0
640;46872017;238;45;2;"37833WI0540009-06";"2017-12-31";37833;0;0;0
1000;93522017;238;45;1;"83761GA0040022-02";"2017-12-31";83761;0;0;0
1030;35912018;238;45;2;"31274WV0480009-01";"2018-12-31";31274;0;0;0
825;27962018;238;45;1;"28162OH0060061-04";"2018-12-31";28162;0;0;0
85;52772017;238;45;2;"40047MI0070001-00";"2017-12-31";40047;0;0;0
830;82642017;34;27;3;"67243LA0100009-01";"2017-12-31";67243;0;100;1
440;45922017;238;45;3;"37833WI0380063-01";"2017-12-31";37833;0;0;0
625;57372018;238;45;2;"41921VA0020003-00";"2018-12-31";41921;0;0;0
130;82502018;238;45;2;"67243LA0090004-03";"2018-12-31";67243;0;0;0
5;28312018;238;45;1;"28162OH0090052-00";"2018-12-31";28162;0;0;0
765;37912017;238;45;3;"33602TX0460322-03";"2017-12-31";33602;0;0;0
80;95362017;238;45;3;"87571OK0350033-06";"2017-12-31";87571;0;0;0
595;43182018;238;45;1;"36096IL0990168-02";"2018-12-31";36096;0;0;0
1015;47842017;238;9;3;"38166WI0150005-00";"2017-12-31";38166;200;0;0
440;69642018;238;45;1;"54192IN0010012-02";"2018-12-31";54192;0;0;0
735;74602018;238;45;2;"60536SD0020011-03";"2018-12-31";60536;0;0;0
990;25842018;238;45;2;"27248TX0010008-02";"2018-12-31";27248;0;0;0
10;55772018;34;27;3;"41183MI0040001-00";"2018-12-31";41183;0;60;0
